,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,trending
10,pinia,vuejs/pinia,['vue3'],state-management,https://github.com/vuejs/pinia,https://github.com/vuejs/pinia,MIT,2019-11-18 21:05:01,2022-12-17 08:51:47,2022-12-17 08:51:47,1555,60.0,626,44,661.0,25.0,449.0,9466,2022-12-09 10:30:12,pinia@2.0.28,,1724915.0,82.0,"Intuitive, type safe, light and flexible Store for Vue using the composition api with DevTools support.",52871.0,52871.0,146.0,37,True,2,pinia,https://www.npmjs.com/package/pinia,1724915.0,
11,Naive UI,tusen-ai/naive-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/tusen-ai/naive-ui,https://github.com/tusen-ai/naive-ui,MIT,2021-06-04 13:47:28,2022-12-22 06:38:04,2022-12-22 06:38:04,8044,189.0,1226,73,2231.0,246.0,1600.0,11172,,,,73462.0,,A Vue 3 Component Library. Fairly Complete. Theme Customizable. Uses TypeScript. Fast.,5066.0,5066.0,221.0,36,True,2,naive-ui,https://www.npmjs.com/package/naive-ui,73462.0,
12,PrimeVue,primefaces/primevue,"['vue3', 'typescript']",ui-frameworks,https://github.com/primefaces/primevue,https://github.com/primefaces/primevue,MIT,2018-12-04 07:04:14,2022-12-22 17:14:22,2022-12-22 17:14:16,4769,77.0,601,47,747.0,224.0,2454.0,3173,2022-12-08 09:19:52,3.21.0,,328757.0,100.0,Next Generation Vue UI Component Library.,8844.0,8844.0,107.0,36,True,2,primevue,https://www.npmjs.com/package/primevue,328757.0,-1.0
13,vue-devtools,vuejs/devtools,[],dev-tools,https://github.com/vuejs/devtools,https://github.com/vuejs/devtools,MIT,2014-09-29 03:52:07,2022-12-07 14:12:05,2022-12-05 23:55:16,2061,54.0,3905,516,404.0,415.0,1089.0,23193,2022-10-18 13:19:33,6.4.5,97324.0,1370.0,83.0,Browser devtools extension for debugging Vue.js applications.,2249.0,2249.0,125.0,35,True,1,,,,
14,vue-router,vuejs/vue-router,['vue2'],routing,https://github.com/vuejs/vue-router,https://github.com/vuejs/vue-router,MIT,2013-12-11 19:37:46,2022-12-14 08:59:10,2022-12-14 08:59:03,1444,4.0,5043,531,948.0,64.0,2741.0,18924,2022-09-06 10:10:34,3.6.5,,10351424.0,90.0,The official router for Vue 2.,,,284.0,34,True,1,vue-router,https://www.npmjs.com/package/vue-router,10351424.0,
15,Amplify UI,aws-amplify/amplify-ui,['vue3'],ui-frameworks,https://github.com/aws-amplify/amplify-ui,https://github.com/aws-amplify/amplify-ui,Apache-2.0,2021-03-25 19:11:52,2022-12-22 17:32:47,2022-12-22 17:32:46,1840,244.0,141,57,2392.0,119.0,606.0,567,2022-12-21 17:41:32,@aws-amplify/ui-react@4.3.0,,105824.0,100.0,"Amplify UI is a collection of accessible, themeable, performant React (and more!) components that can connect directly..",34327.0,34327.0,70.0,34,True,3,@aws-amplify/ui-vue,https://www.npmjs.com/package/@aws-amplify/ui-vue,105824.0,
16,mdb-ui-kit,mdbootstrap/mdb-ui-kit,['vue3'],dnd,https://github.com/mdbootstrap/mdb-ui-kit,https://github.com/mdbootstrap/mdb-ui-kit,MIT,2014-08-18 11:54:00,2022-11-29 12:15:22,2022-11-29 12:15:21,1462,6.0,3384,785,331.0,4.0,1153.0,22907,2022-11-21 08:27:13,6.0.1,,,25.0,Bootstrap 5 & Material Design 2.0 UI KIT.,6420.0,6420.0,117.0,32,True,1,,,,
17,Vuestic UI,epicmaxco/vuestic-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/epicmaxco/vuestic-ui,https://github.com/epicmaxco/vuestic-ui,MIT,2019-08-03 11:58:26,2022-12-22 07:17:26,2022-12-20 15:15:23,2660,172.0,202,23,1151.0,295.0,1311.0,1971,2022-12-13 08:48:01,1.5.3,,6376.0,22.0,Free and Open Source UI Library for Vue 3.,705.0,705.0,84.0,32,True,3,vuestic-ui,https://www.npmjs.com/package/vuestic-ui,6376.0,
18,CoreUI,coreui/coreui,['bootstrap5'],css-frameworks,https://github.com/coreui/coreui,https://github.com/coreui/coreui,MIT,2018-03-27 11:09:56,2022-12-13 10:01:07,2022-12-02 19:19:19,22135,11.0,184,26,363.0,3.0,127.0,584,2022-12-02 19:21:04,4.2.4,3167.0,58.0,72.0,Open Source UI Kit built on top of Bootstrap 5 and plain JavaScript without any additional libraries like jQuery.,21219.0,21219.0,1527.0,32,True,3,,,,
19,vue-resource,pagekit/vue-resource,['vue2'],http-clients,https://github.com/pagekit/vue-resource,https://github.com/pagekit/vue-resource,MIT,2014-02-07 23:07:56,2022-12-08 21:37:18,2021-06-14 12:02:28,483,,1630,261,142.0,82.0,452.0,10129,2021-06-14 12:05:55,1.5.3,,,53.0,The HTTP client for Vue.js.,126147.0,126147.0,25.0,31,True,3,,,,
20,URQL,urql-graphql/urql,"['vue2', 'vue3']",graphql-clients,https://github.com/urql-graphql/urql,https://github.com/urql-graphql/urql,MIT,2018-01-24 01:44:42,2022-12-21 10:46:55,2022-12-15 16:59:59,2353,58.0,369,100,1154.0,27.0,769.0,7661,2022-12-10 14:38:05,@urql/exchange-graphcache@5.0.8,,,100.0,The highly customizable and versatile GraphQL client with which you add on features like normalized caching as you grow.,21982.0,21982.0,207.0,31,True,2,,,,
21,router,vuejs/router,['vue3'],routing,https://github.com/vuejs/router,https://github.com/vuejs/router,MIT,2019-02-07 18:09:43,2022-12-18 09:03:25,2022-12-18 09:03:25,2118,30.0,812,42,991.0,30.0,604.0,2600,2022-10-24 08:04:24,4.1.6,,2148788.0,51.0,The official router for Vue.js.,,,169.0,30,True,3,router,https://www.npmjs.com/package/router,2148788.0,
22,graphql-request,prisma-labs/graphql-request,"['vue2', 'vue3']",graphql-clients,https://github.com/prisma-labs/graphql-request,https://github.com/prisma-labs/graphql-request,MIT,2017-05-10 20:05:07,2022-12-16 18:18:44,2022-12-09 18:39:03,260,12.0,263,31,193.0,132.0,93.0,5046,2022-08-27 13:47:06,5.0.0,,,27.0,Minimal GraphQL client supporting Node and browsers for scripts or simple apps.,158269.0,158269.0,74.0,29,True,3,,,,
23,Headless UI,tailwindlabs/headlessui,['tailwind'],components,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,MIT,2020-09-16 09:53:09,2022-12-16 17:59:45,2022-12-16 17:55:51,508,49.0,718,167,453.0,11.0,751.0,18204,2022-12-16 16:40:49,@headlessui/react@v1.7.7,,,67.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",616.0,616.0,39.0,28,True,1,,,,
24,Oruga UI,oruga-ui/oruga,"['vue3', 'typescript']",ui-frameworks,https://github.com/oruga-ui/oruga,https://github.com/oruga-ui/oruga,MIT,2020-06-02 07:52:58,2022-12-22 13:35:00,2022-12-22 13:34:44,1339,68.0,135,15,238.0,34.0,195.0,882,2022-12-22 09:31:15,0.5.10,,8745.0,28.0,Oruga is a lightweight library of UI components without CSS framework dependency.,97.0,97.0,57.0,28,True,3,@oruga-ui/oruga,https://www.npmjs.com/package/@oruga-ui/oruga,8745.0,
25,Semantic UI Integration,Semantic-UI-Vue/Semantic-UI-Vue,"['vue3', 'javascript']",ui-frameworks,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,MIT,2017-08-25 10:11:54,2022-12-10 20:30:18,2020-06-03 23:01:02,562,,155,33,271.0,106.0,144.0,938,2020-06-03 22:45:05,0.11.0,,9580.0,29.0,Semantic UI integration for Vue.,1707.0,1707.0,71.0,27,True,3,semantic-ui-vue,https://www.npmjs.com/package/semantic-ui-vue,9580.0,
26,Appolo Client integration,vuejs/apollo,"['vue2', 'vue3', 'appolo']",graphql-integrations,https://github.com/vuejs/apollo,https://github.com/vuejs/apollo,MIT,2016-09-18 18:44:06,2022-12-12 10:01:43,2022-10-05 14:30:15,926,4.0,462,112,433.0,231.0,622.0,5751,2021-11-18 13:28:20,3.1.0,,,77.0,Apollo/GraphQL integration for VueJS.,62.0,62.0,123.0,23,True,1,,,,
27,graphql-hooks,nearform/graphql-hooks,"['vue2', 'vue3']",graphql-clients,https://github.com/nearform/graphql-hooks,https://github.com/nearform/graphql-hooks,,2019-02-08 08:29:00,2022-12-21 21:02:34,2022-12-14 10:31:37,707,27.0,78,99,775.0,3.0,200.0,1779,2022-11-16 10:18:12,subscription@3.0.5,,,100.0,Minimal hooks-first GraphQL client.,884.0,884.0,75.0,23,True,3,,,,
28,CoreUI Components,coreui/coreui-vue,['coreui'],components,https://github.com/coreui/coreui-vue,https://github.com/coreui/coreui-vue,MIT,2018-02-26 18:15:21,2022-12-12 17:40:39,2022-11-10 13:26:47,351,12.0,115,18,43.0,9.0,179.0,535,2022-11-10 12:50:56,4.5.0,,,77.0,Bootstrap 5 based Vue 3 components and directives. CoreUI for Vue.js replaces and extends the Bootstrap 5 javascript...,2642.0,2642.0,6.0,23,True,3,,,,
29,vuex-orm,vuex-orm/vuex-orm,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm,https://github.com/vuex-orm/vuex-orm,MIT,2017-06-16 18:05:37,2022-12-10 17:16:42,2021-07-03 12:24:14,1334,,167,37,257.0,125.0,413.0,2373,2021-05-07 13:12:13,0.36.4,,,100.0,The Vuex plugin to enable Object-Relational Mapping access to the Vuex Store.,,,64.0,21,True,2,,,,
30,villus,logaretm/villus,"['vue2', 'vue3']",graphql-clients,https://github.com/logaretm/villus,https://github.com/logaretm/villus,MIT,2019-12-22 20:52:31,2022-11-13 14:17:58,2022-11-13 14:17:58,558,3.0,26,9,64.0,13.0,104.0,622,2022-10-23 05:37:30,2.0.1,,,57.0,A tiny and fast GraphQL client for Vue.js.,139.0,139.0,19.0,19,True,3,,,,
31,coreui-free-vue-admin-template,coreui/coreui-free-vue-admin-template,"['vue3', 'bootstrap5', 'coreui']",admin-dashboards,https://github.com/coreui/coreui-free-vue-admin-template,https://github.com/coreui/coreui-free-vue-admin-template,,2017-08-15 09:29:16,2022-12-06 16:35:34,2022-11-25 13:52:55,434,5.0,884,123,79.0,1.0,192.0,3103,2022-11-25 13:55:14,4.2.0,,,59.0,Open source admin template based on Bootstrap 5 and Vue 3.,,,11.0,18,True,1,,,,
32,vuex-orm-next,vuex-orm/vuex-orm-next,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm-next,https://github.com/vuex-orm/vuex-orm-next,MIT,2020-04-10 03:54:39,2022-12-12 10:45:21,2021-12-03 07:26:44,214,,14,11,100.0,12.0,20.0,187,2021-11-19 00:31:46,1.0.0-draft.16,,,17.0,The next iteration of Vuex ORM.,870.0,870.0,9.0,18,True,2,,,,
33,Genql,remorses/genql,"['vue2', 'vue3']",graphql-clients,https://github.com/remorses/genql,https://github.com/remorses/genql,MIT,2020-05-14 20:39:29,2022-11-30 22:58:42,2022-11-30 22:58:37,1055,67.0,15,6,18.0,28.0,51.0,525,,,,,,Type safe TypeScript client for any GraphQL API.,168.0,168.0,7.0,17,True,3,,,,
34,harlem,andrewcourtice/harlem,['vue3'],state-management,https://github.com/andrewcourtice/harlem,https://github.com/andrewcourtice/harlem,MIT,2020-10-01 23:52:49,2022-12-18 22:35:45,2022-12-18 22:33:32,472,13.0,15,4,48.0,2.0,12.0,463,2022-12-12 01:12:08,3.0.2,,569.0,54.0,Powerfully simple global state management for Vue 3.,1.0,1.0,9.0,17,True,3,harlem,https://www.npmjs.com/package/harlem,569.0,
35,vue-save-state,spatie/vue-save-state,[],state-management,https://github.com/spatie/vue-save-state,https://github.com/spatie/vue-save-state,MIT,2016-10-28 13:06:41,2022-03-21 12:45:21,2022-03-21 12:45:21,58,,23,12,11.0,1.0,13.0,243,2017-01-19 19:12:25,1.1.0,,2799.0,1.0,A Vue mixin to save the state of a component to local storage.,140.0,140.0,9.0,17,True,3,vue-save-state,https://www.npmjs.com/package/vue-save-state,2799.0,
36,Vuex ORM integration,vuex-orm/plugin-graphql,"['vue2', 'vue3', 'vuex-orm']",graphql-integrations,https://github.com/vuex-orm/plugin-graphql,https://github.com/vuex-orm/plugin-graphql,MIT,2018-01-30 15:59:22,2022-12-14 15:16:51,2020-11-18 15:11:03,355,,52,10,93.0,44.0,71.0,229,2018-06-07 12:43:48,0.0.41,,,65.0,Vuex ORM persistence plugin to sync the store against a GraphQL API.,29.0,29.0,18.0,17,True,3,,,,
37,vue.draggable.next,SortableJS/vue.draggable.next,['vue3'],dnd,https://github.com/SortableJS/vue.draggable.next,https://github.com/SortableJS/vue.draggable.next,MIT,2020-11-18 01:28:43,2022-09-15 14:29:53,2021-08-25 03:06:16,641,,362,9,23.0,120.0,56.0,2032,2020-11-30 17:06:31,4.0.1,,,1.0,Vue 3 compatible drag-and-drop component based on Sortable.js.,,,45.0,16,True,2,,,,
38,Equal UI,quatrochan/Equal,"['vue3', 'typescript']",ui-frameworks,https://github.com/quatrochan/Equal,https://github.com/quatrochan/Equal,MIT,2019-10-15 14:40:47,2021-11-04 19:50:05,2021-11-04 19:48:39,75,,56,17,205.0,19.0,43.0,863,,,,728.0,,Equal is a Vue 3 UI library based on TypeScript.,134.0,134.0,10.0,16,True,3,equal-vue,https://www.npmjs.com/package/equal-vue,728.0,
39,vue-dragging,hilongjw/vue-dragging,['vue2'],dnd,https://github.com/hilongjw/vue-dragging,https://github.com/hilongjw/vue-dragging,MIT,2016-11-16 06:39:22,2018-12-12 14:05:44,2018-12-12 14:05:35,57,,142,22,7.0,24.0,4.0,759,,,,,,A sortable list directive with Vue.,1134.0,1134.0,10.0,16,True,2,,,,
40,vue-route,ayamflow/vue-route,['vue2'],routing,https://github.com/ayamflow/vue-route,https://github.com/ayamflow/vue-route,,2014-11-05 08:42:52,2016-11-04 21:00:45,2016-11-04 21:00:45,66,,8,9,9.0,2.0,17.0,75,2015-06-26 16:49:13,.1.5.0,,1981.0,9.0,"Routing directive for Vue.js, inspired by ng-view.",982.0,982.0,4.0,15,False,3,vue-route,https://www.npmjs.com/package/vue-route,1981.0,
41,admin-one-vue-tailwind,justboil/admin-one-vue-tailwind,"['vue3', 'tailwind', 'vite', 'pinia']",admin-dashboards,https://github.com/justboil/admin-one-vue-tailwind,https://github.com/justboil/admin-one-vue-tailwind,MIT,2021-06-14 13:48:31,2022-12-05 14:01:29,2022-11-29 14:48:48,412,2.0,184,19,3.0,14.0,11.0,1008,2022-12-05 08:11:22,3.1.0,,,12.0,Free Vue.js 3.x Tailwind 3.x admin dashboard template with dark mode. Vite builds. Pinia state. Laravel integration..,,,2.0,14,True,3,,,,-1.0
42,vue-js-grid,euvl/vue-js-grid,['vue2'],dnd,https://github.com/euvl/vue-js-grid,https://github.com/euvl/vue-js-grid,MIT,2017-09-21 14:51:06,2022-08-18 01:13:29,2020-05-17 06:21:53,48,,109,23,15.0,16.0,14.0,935,,,,,,"Vue.js 2.x responsive grid system with smooth sorting, drag-n-drop and reordering.",145.0,145.0,8.0,14,True,3,,,,
43,AgnosticUI,AgnosticUI/agnosticui,['vue3'],ui-frameworks,https://github.com/AgnosticUI/agnosticui,https://github.com/AgnosticUI/agnosticui,Apache-2.0,2020-09-07 21:03:08,2022-09-12 00:57:38,2022-08-10 02:11:12,1877,,31,5,53.0,35.0,142.0,536,,,,,16.0,AgnosticUI is a set of UI primitives that start their lives in clean HTML and CSS. These standards compliant..,,,12.0,14,True,3,agnosticui,https://www.npmjs.com/package/agnosticui,,
44,vue-argon-dashboard,creativetimofficial/vue-argon-dashboard,"['vue3', 'bootstrap5']",admin-dashboards,https://github.com/creativetimofficial/vue-argon-dashboard,https://github.com/creativetimofficial/vue-argon-dashboard,MIT,2019-04-08 12:17:09,2022-10-11 10:32:42,2022-05-27 08:46:42,4,,254,11,34.0,2.0,45.0,326,2022-05-26 04:33:42,3.0.0,,,4.0,Vue Argon Dashboard.,,,,14,True,3,,,,
45,Vue Chimera,chimera-js/vue-chimera,"['vue2', 'vue3', 'axios']",http-integrations,https://github.com/chimera-js/vue-chimera,https://github.com/chimera-js/vue-chimera,MIT,2018-08-02 13:06:12,2022-12-10 17:10:26,2020-03-20 19:50:38,176,,16,7,40.0,2.0,12.0,166,2020-03-20 15:47:54,3.0.2,,,7.0,VueJS reactive RESTful API.,23.0,23.0,2.0,14,True,1,,,,
46,vue-stator,galvez/vue-stator,[],state-management,https://github.com/galvez/vue-stator,https://github.com/galvez/vue-stator,,2019-10-06 17:56:39,2022-12-11 09:06:30,2021-01-26 01:25:08,123,,3,5,37.0,4.0,6.0,170,2019-11-22 17:42:00,1.2.0,,263.0,3.0,Vuex alternative based on Vue.observable().,4.0,4.0,4.0,13,True,3,vue-stator,https://www.npmjs.com/package/vue-stator,263.0,
47,tailwindui-vue,tailwindlabs/tailwindui-vue,['tailwind'],components,https://github.com/tailwindlabs/tailwindui-vue,https://github.com/tailwindlabs/tailwindui-vue,,2020-05-29 17:04:32,2020-10-02 21:51:16,2020-10-02 21:50:05,9,,28,58,9.0,,7.0,665,,,,,,"Deprecated, please use the Headless UI repo instead.",12.0,12.0,4.0,10,True,3,,,,
48,vue3-draggable,shkilo/vue3-draggable,['vue3'],dnd,https://github.com/shkilo/vue3-draggable,https://github.com/shkilo/vue3-draggable,MIT,2020-12-27 13:50:23,2022-12-09 10:45:32,2021-06-07 12:33:47,72,,12,1,5.0,5.0,1.0,23,,,,,,simple drag&drop component for vue 3.x.,121.0,121.0,,10,True,3,,,,
49,Relay client integration,vue-relay/vue-relay,"['vue2', 'vue3', 'relay']",graphql-integrations,https://github.com/vue-relay/vue-relay,https://github.com/vue-relay/vue-relay,BSD-2-Clause,2018-02-19 09:37:01,2021-10-29 20:57:48,2021-08-12 02:14:10,45,,10,8,13.0,4.0,4.0,120,,,,,,A framework for building GraphQL-driven Vue.js applications.,10.0,10.0,2.0,9,True,3,,,,
50,vue-redux,yang-wei/vue-redux,[],state-management,https://github.com/yang-wei/vue-redux,https://github.com/yang-wei/vue-redux,,2015-07-11 07:22:47,2017-07-15 04:36:28,2016-02-07 03:02:14,61,,12,2,17.0,,8.0,144,2015-07-26 09:31:05,0.0.1,,5.0,1.0,What happen when Vue.js + Redux.,11.0,11.0,6.0,8,False,3,vue-redux,https://www.npmjs.com/package/vue-redux,5.0,
51,vue-freeze,BosNaufal/vue-freeze,[],state-management,https://github.com/BosNaufal/vue-freeze,https://github.com/BosNaufal/vue-freeze,MIT,2016-03-17 03:58:56,2018-05-05 06:30:03,2016-06-15 02:35:17,10,,4,6,1.0,2.0,2.0,74,,,,8.0,,Simple state management whitout bloating API and Concept for Vue.js.,,,,6,False,3,vue-freeze,https://www.npmjs.com/package/vue-freeze,8.0,
52,vue-simple-store,BosNaufal/vue-simple-store,[],state-management,https://github.com/BosNaufal/vue-simple-store,https://github.com/BosNaufal/vue-simple-store,MIT,2016-03-30 03:21:00,2016-03-30 05:15:51,2016-03-30 03:32:51,2,,7,2,,,,67,,,,11.0,,Store Organizer To Simplify Your Stores.,,,,5,False,3,vue-simple-store,https://www.npmjs.com/package/vue-simple-store,11.0,
53,SuperBVue,superbvue/SuperBVue,"['vue3', 'typescript']",ui-frameworks,https://github.com/superbvue/SuperBVue,https://github.com/superbvue/SuperBVue,,2020-12-07 13:02:01,2021-01-05 08:23:14,2021-01-05 08:22:19,40,,2,2,,,,13,,,,5.0,,The Most Complete Vue UI Component Library using bootstrap v5.,4.0,4.0,,4,False,3,superbvue,https://www.npmjs.com/package/superbvue,5.0,
