,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,trending
10,Relay,facebook/relay,"['vue2', 'vue3']",graphql-clients,https://github.com/facebook/relay,https://github.com/facebook/relay,MIT,2015-08-10 22:09:16,2022-12-29 17:27:16,2022-12-23 04:05:07,8649.0,212.0,1635.0,351.0,2101.0,390.0,1640.0,17495.0,2022-07-27 17:37:43,14.1.0,,,78.0,Relay is a JavaScript framework for building data-driven React applications.,6081.0,6081.0,756.0,37,True,2,,,,
11,Naive UI,tusen-ai/naive-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/tusen-ai/naive-ui,https://github.com/tusen-ai/naive-ui,MIT,2021-06-04 13:47:28,2022-12-29 09:57:25,2022-12-27 12:44:47,8093.0,232.0,1240.0,74.0,2247.0,253.0,1616.0,11230.0,,,,65155.0,,A Vue 3 Component Library. Fairly Complete. Theme Customizable. Uses TypeScript. Fast.,5130.0,5130.0,228.0,37,True,2,naive-ui,https://www.npmjs.com/package/naive-ui,65155.0,
12,pinia,vuejs/pinia,['vue3'],state-management,https://github.com/vuejs/pinia,https://github.com/vuejs/pinia,MIT,2019-11-18 21:05:01,2022-12-29 10:12:25,2022-12-28 21:21:55,1557.0,60.0,634.0,45.0,663.0,24.0,452.0,9507.0,2022-12-09 10:30:12,pinia@2.0.28,,1585327.0,82.0,"Intuitive, type safe, light and flexible Store for Vue using the composition api with DevTools support.",54098.0,54098.0,146.0,37,True,2,pinia,https://www.npmjs.com/package/pinia,1585327.0,
13,PrimeVue,primefaces/primevue,"['vue3', 'typescript']",ui-frameworks,https://github.com/primefaces/primevue,https://github.com/primefaces/primevue,MIT,2018-12-04 07:04:14,2022-12-29 15:39:40,2022-12-29 09:39:06,4803.0,111.0,605.0,49.0,750.0,226.0,2464.0,3185.0,2022-12-08 09:19:52,3.21.0,,307944.0,100.0,Next Generation Vue UI Component Library.,8941.0,8941.0,107.0,36,True,2,primevue,https://www.npmjs.com/package/primevue,307944.0,
14,vue-devtools,vuejs/devtools,[],dev-tools,https://github.com/vuejs/devtools,https://github.com/vuejs/devtools,MIT,2014-09-29 03:52:07,2022-12-07 14:12:05,2022-12-05 23:55:16,2061.0,19.0,3908.0,515.0,404.0,418.0,1089.0,23204.0,2022-10-18 13:19:33,6.4.5,97403.0,1371.0,83.0,Browser devtools extension for debugging Vue.js applications.,2265.0,2265.0,125.0,34,True,1,,,,
15,vue-router,vuejs/vue-router,['vue2'],routing,https://github.com/vuejs/vue-router,https://github.com/vuejs/vue-router,MIT,2013-12-11 19:37:46,2022-12-14 08:59:10,2022-12-14 08:59:03,1444.0,4.0,5043.0,530.0,948.0,67.0,2742.0,18921.0,2022-09-06 10:10:34,3.6.5,,9541418.0,90.0,The official router for Vue 2.,,,284.0,34,True,1,vue-router,https://www.npmjs.com/package/vue-router,9541418.0,
16,Amplify UI,aws-amplify/amplify-ui,['vue3'],ui-frameworks,https://github.com/aws-amplify/amplify-ui,https://github.com/aws-amplify/amplify-ui,Apache-2.0,2021-03-25 19:11:52,2022-12-29 18:01:02,2022-12-29 18:01:00,1856.0,251.0,144.0,57.0,2411.0,112.0,621.0,571.0,2022-12-22 23:02:53,@aws-amplify/ui-react-native@1.2.1,,102844.0,100.0,"Amplify UI is a collection of accessible, themeable, performant React (and more!) components that can connect directly..",34547.0,34547.0,70.0,34,True,3,@aws-amplify/ui-vue,https://www.npmjs.com/package/@aws-amplify/ui-vue,102844.0,
17,mdb-ui-kit,mdbootstrap/mdb-ui-kit,['vue3'],dnd,https://github.com/mdbootstrap/mdb-ui-kit,https://github.com/mdbootstrap/mdb-ui-kit,MIT,2014-08-18 11:54:00,2022-11-29 12:15:22,2022-11-29 12:15:21,1462.0,6.0,3388.0,786.0,331.0,5.0,1153.0,22921.0,2022-11-21 08:27:13,6.0.1,,,25.0,Bootstrap 5 & Material Design 2.0 UI KIT.,6480.0,6480.0,117.0,32,True,1,,,,
18,Vuestic UI,epicmaxco/vuestic-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/epicmaxco/vuestic-ui,https://github.com/epicmaxco/vuestic-ui,MIT,2019-08-03 11:58:26,2022-12-29 16:32:41,2022-12-29 08:01:38,2667.0,168.0,202.0,23.0,1160.0,296.0,1318.0,1983.0,2022-12-13 08:48:01,1.5.3,,6291.0,22.0,Free and Open Source UI Library for Vue 3.,710.0,710.0,84.0,32,True,3,vuestic-ui,https://www.npmjs.com/package/vuestic-ui,6291.0,
19,CoreUI,coreui/coreui,['bootstrap5'],css-frameworks,https://github.com/coreui/coreui,https://github.com/coreui/coreui,MIT,2018-03-27 11:09:56,2022-12-29 15:06:55,2022-12-29 15:04:38,22142.0,18.0,184.0,25.0,366.0,3.0,127.0,586.0,2022-12-29 15:06:55,4.2.6,3170.0,58.0,74.0,Open Source UI Kit built on top of Bootstrap 5 and plain JavaScript without any additional libraries like jQuery.,21346.0,21346.0,1527.0,32,True,3,,,,
20,vue-resource,pagekit/vue-resource,['vue2'],http-clients,https://github.com/pagekit/vue-resource,https://github.com/pagekit/vue-resource,MIT,2014-02-07 23:07:56,2022-12-08 21:37:18,2021-06-14 12:02:28,483.0,,1629.0,261.0,142.0,82.0,452.0,10133.0,2021-06-14 12:05:55,1.5.3,,,53.0,The HTTP client for Vue.js.,126314.0,126314.0,25.0,31,True,3,,,,
21,URQL,urql-graphql/urql,"['vue2', 'vue3']",graphql-clients,https://github.com/urql-graphql/urql,https://github.com/urql-graphql/urql,MIT,2018-01-24 01:44:42,2022-12-28 15:39:51,2022-12-25 14:25:26,2354.0,57.0,371.0,100.0,1158.0,27.0,769.0,7671.0,2022-12-10 14:38:05,@urql/exchange-graphcache@5.0.8,,,100.0,The highly customizable and versatile GraphQL client with which you add on features like normalized caching as you grow.,22109.0,22109.0,208.0,31,True,2,,,,
22,router,vuejs/router,['vue3'],routing,https://github.com/vuejs/router,https://github.com/vuejs/router,MIT,2019-02-07 18:09:43,2022-12-27 14:22:18,2022-12-27 14:22:14,2121.0,31.0,821.0,42.0,992.0,32.0,606.0,2612.0,2022-10-24 08:04:24,4.1.6,,2016962.0,51.0,The official router for Vue.js.,,,169.0,30,True,3,router,https://www.npmjs.com/package/router,2016962.0,
23,graphql-request,prisma-labs/graphql-request,"['vue2', 'vue3']",graphql-clients,https://github.com/prisma-labs/graphql-request,https://github.com/prisma-labs/graphql-request,MIT,2017-05-10 20:05:07,2022-12-16 18:18:44,2022-12-09 18:39:03,260.0,12.0,264.0,32.0,193.0,133.0,93.0,5055.0,2022-08-27 13:47:06,5.0.0,,,27.0,Minimal GraphQL client supporting Node and browsers for scripts or simple apps.,159272.0,159272.0,74.0,29,True,3,,,,
24,Headless UI,tailwindlabs/headlessui,['tailwind'],components,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,MIT,2020-09-16 09:53:09,2022-12-16 17:59:45,2022-12-16 17:55:51,508.0,42.0,720.0,168.0,453.0,14.0,752.0,18302.0,2022-12-16 16:40:49,@headlessui/react@v1.7.7,,,67.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",620.0,620.0,39.0,27,True,1,,,,-1.0
25,Semantic UI Integration,Semantic-UI-Vue/Semantic-UI-Vue,"['vue3', 'javascript']",ui-frameworks,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,MIT,2017-08-25 10:11:54,2022-12-10 20:30:18,2020-06-03 23:01:02,562.0,,154.0,33.0,271.0,106.0,144.0,938.0,2020-06-03 22:45:05,0.11.0,,9364.0,29.0,Semantic UI integration for Vue.,1711.0,1711.0,71.0,27,True,3,semantic-ui-vue,https://www.npmjs.com/package/semantic-ui-vue,9364.0,
26,Oruga UI,oruga-ui/oruga,"['vue3', 'typescript']",ui-frameworks,https://github.com/oruga-ui/oruga,https://github.com/oruga-ui/oruga,MIT,2020-06-02 07:52:58,2022-12-29 15:14:00,2022-12-29 15:14:00,1342.0,59.0,136.0,15.0,240.0,33.0,197.0,887.0,2022-12-22 09:31:15,0.5.10,,7319.0,28.0,Oruga is a lightweight library of UI components without CSS framework dependency.,97.0,97.0,58.0,27,True,3,@oruga-ui/oruga,https://www.npmjs.com/package/@oruga-ui/oruga,7319.0,
27,Appolo Client integration,vuejs/apollo,"['vue2', 'vue3', 'appolo']",graphql-integrations,https://github.com/vuejs/apollo,https://github.com/vuejs/apollo,MIT,2016-09-18 18:44:06,2022-12-25 23:58:46,2022-10-05 14:30:15,926.0,4.0,463.0,112.0,434.0,231.0,622.0,5754.0,2021-11-18 13:28:20,3.1.0,,,77.0,Apollo/GraphQL integration for VueJS.,62.0,62.0,123.0,23,True,1,,,,
28,graphql-hooks,nearform/graphql-hooks,"['vue2', 'vue3']",graphql-clients,https://github.com/nearform/graphql-hooks,https://github.com/nearform/graphql-hooks,,2019-02-08 08:29:00,2022-12-22 20:52:22,2022-12-14 10:31:37,707.0,25.0,79.0,99.0,777.0,6.0,200.0,1780.0,2022-11-16 10:18:12,subscription@3.0.5,,,100.0,Minimal hooks-first GraphQL client.,888.0,888.0,75.0,23,True,3,,,,
29,CoreUI Components,coreui/coreui-vue,['coreui'],components,https://github.com/coreui/coreui-vue,https://github.com/coreui/coreui-vue,MIT,2018-02-26 18:15:21,2022-12-12 17:40:39,2022-11-10 13:26:47,351.0,12.0,115.0,17.0,43.0,6.0,182.0,538.0,2022-11-10 12:50:56,4.5.0,,,77.0,Bootstrap 5 based Vue 3 components and directives. CoreUI for Vue.js replaces and extends the Bootstrap 5 javascript...,2655.0,2655.0,6.0,23,True,3,,,,
30,vuex-orm,vuex-orm/vuex-orm,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm,https://github.com/vuex-orm/vuex-orm,MIT,2017-06-16 18:05:37,2022-12-10 17:16:42,2021-07-03 12:24:14,1334.0,,167.0,37.0,257.0,125.0,413.0,2374.0,2021-05-07 13:12:13,0.36.4,,,100.0,The Vuex plugin to enable Object-Relational Mapping access to the Vuex Store.,,,64.0,21,True,2,,,,
31,villus,logaretm/villus,"['vue2', 'vue3']",graphql-clients,https://github.com/logaretm/villus,https://github.com/logaretm/villus,MIT,2019-12-22 20:52:31,2022-12-29 15:49:08,2022-12-28 15:53:03,561.0,6.0,26.0,9.0,66.0,10.0,108.0,631.0,2022-12-28 15:56:27,2.0.2,,,58.0,A tiny and fast GraphQL client for Vue.js.,140.0,140.0,19.0,19,True,3,,,,
32,coreui-free-vue-admin-template,coreui/coreui-free-vue-admin-template,"['vue3', 'bootstrap5', 'coreui']",admin-dashboards,https://github.com/coreui/coreui-free-vue-admin-template,https://github.com/coreui/coreui-free-vue-admin-template,,2017-08-15 09:29:16,2022-12-06 16:35:34,2022-11-25 13:52:55,434.0,5.0,884.0,123.0,79.0,1.0,192.0,3106.0,2022-11-25 13:55:14,4.2.0,,,59.0,Open source admin template based on Bootstrap 5 and Vue 3.,,,11.0,18,True,1,,,,
33,vuex-orm-next,vuex-orm/vuex-orm-next,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm-next,https://github.com/vuex-orm/vuex-orm-next,MIT,2020-04-10 03:54:39,2022-12-12 10:45:21,2021-12-03 07:26:44,214.0,,14.0,11.0,100.0,12.0,20.0,187.0,2021-11-19 00:31:46,1.0.0-draft.16,,,17.0,The next iteration of Vuex ORM.,876.0,876.0,9.0,18,True,2,,,,
34,Genql,remorses/genql,"['vue2', 'vue3']",graphql-clients,https://github.com/remorses/genql,https://github.com/remorses/genql,MIT,2020-05-14 20:39:29,2022-11-30 22:58:42,2022-11-30 22:58:37,1055.0,67.0,15.0,6.0,18.0,29.0,51.0,525.0,,,,,,Type safe TypeScript client for any GraphQL API.,168.0,168.0,7.0,17,True,3,,,,
35,harlem,andrewcourtice/harlem,['vue3'],state-management,https://github.com/andrewcourtice/harlem,https://github.com/andrewcourtice/harlem,MIT,2020-10-01 23:52:49,2022-12-18 22:35:45,2022-12-18 22:33:32,472.0,13.0,15.0,4.0,48.0,2.0,12.0,465.0,2022-12-12 01:12:08,3.0.2,,593.0,54.0,Powerfully simple global state management for Vue 3.,1.0,1.0,9.0,17,True,3,harlem,https://www.npmjs.com/package/harlem,593.0,
36,vue-save-state,spatie/vue-save-state,[],state-management,https://github.com/spatie/vue-save-state,https://github.com/spatie/vue-save-state,MIT,2016-10-28 13:06:41,2022-03-21 12:45:21,2022-03-21 12:45:21,58.0,,23.0,12.0,11.0,1.0,13.0,243.0,2017-01-19 19:12:25,1.1.0,,2544.0,1.0,A Vue mixin to save the state of a component to local storage.,140.0,140.0,9.0,17,True,3,vue-save-state,https://www.npmjs.com/package/vue-save-state,2544.0,
37,Vuex ORM integration,vuex-orm/plugin-graphql,"['vue2', 'vue3', 'vuex-orm']",graphql-integrations,https://github.com/vuex-orm/plugin-graphql,https://github.com/vuex-orm/plugin-graphql,MIT,2018-01-30 15:59:22,2022-12-14 15:16:51,2020-11-18 15:11:03,355.0,,52.0,10.0,93.0,44.0,71.0,229.0,2018-06-07 12:43:48,0.0.41,,,65.0,Vuex ORM persistence plugin to sync the store against a GraphQL API.,29.0,29.0,18.0,17,True,3,,,,
38,vue.draggable.next,SortableJS/vue.draggable.next,['vue3'],dnd,https://github.com/SortableJS/vue.draggable.next,https://github.com/SortableJS/vue.draggable.next,MIT,2020-11-18 01:28:43,2022-09-15 14:29:53,2021-08-25 03:06:16,641.0,,365.0,8.0,23.0,120.0,56.0,2050.0,2020-11-30 17:06:31,4.0.1,,,1.0,Vue 3 compatible drag-and-drop component based on Sortable.js.,,,45.0,16,True,2,,,,
39,Equal UI,quatrochan/Equal,"['vue3', 'typescript']",ui-frameworks,https://github.com/quatrochan/Equal,https://github.com/quatrochan/Equal,MIT,2019-10-15 14:40:47,2021-11-04 19:50:05,2021-11-04 19:48:39,75.0,,56.0,17.0,205.0,18.0,44.0,869.0,,,,671.0,,Equal is a Vue 3 UI library based on TypeScript.,136.0,136.0,10.0,16,True,3,equal-vue,https://www.npmjs.com/package/equal-vue,671.0,
40,vue-dragging,hilongjw/vue-dragging,['vue2'],dnd,https://github.com/hilongjw/vue-dragging,https://github.com/hilongjw/vue-dragging,MIT,2016-11-16 06:39:22,2018-12-12 14:05:44,2018-12-12 14:05:35,57.0,,142.0,22.0,7.0,24.0,4.0,759.0,,,,,,A sortable list directive with Vue.,1135.0,1135.0,10.0,16,True,2,,,,
41,vue-route,ayamflow/vue-route,['vue2'],routing,https://github.com/ayamflow/vue-route,https://github.com/ayamflow/vue-route,,2014-11-05 08:42:52,2016-11-04 21:00:45,2016-11-04 21:00:45,66.0,,8.0,9.0,9.0,2.0,17.0,75.0,2015-06-26 16:49:13,.1.5.0,,1983.0,9.0,"Routing directive for Vue.js, inspired by ng-view.",987.0,987.0,4.0,15,False,3,vue-route,https://www.npmjs.com/package/vue-route,1983.0,
42,admin-one-vue-tailwind,justboil/admin-one-vue-tailwind,"['vue3', 'tailwind', 'vite', 'pinia']",admin-dashboards,https://github.com/justboil/admin-one-vue-tailwind,https://github.com/justboil/admin-one-vue-tailwind,MIT,2021-06-14 13:48:31,2022-12-05 14:01:29,2022-11-29 14:48:48,412.0,2.0,187.0,20.0,3.0,14.0,11.0,1021.0,2022-12-05 08:11:22,3.1.0,,,12.0,Free Vue.js 3.x Tailwind 3.x admin dashboard template with dark mode. Vite builds. Pinia state. Laravel integration..,,,2.0,14,True,3,,,,
43,vue-js-grid,euvl/vue-js-grid,['vue2'],dnd,https://github.com/euvl/vue-js-grid,https://github.com/euvl/vue-js-grid,MIT,2017-09-21 14:51:06,2022-08-18 01:13:29,2020-05-17 06:21:53,48.0,,109.0,23.0,15.0,16.0,14.0,936.0,,,,,,"Vue.js 2.x responsive grid system with smooth sorting, drag-n-drop and reordering.",145.0,145.0,8.0,14,True,3,,,,
44,AgnosticUI,AgnosticUI/agnosticui,['vue3'],ui-frameworks,https://github.com/AgnosticUI/agnosticui,https://github.com/AgnosticUI/agnosticui,Apache-2.0,2020-09-07 21:03:08,2022-09-12 00:57:38,2022-08-10 02:11:12,1877.0,,31.0,5.0,53.0,35.0,142.0,542.0,,,,,16.0,AgnosticUI is a set of UI primitives that start their lives in clean HTML and CSS. These standards compliant..,,,12.0,14,True,3,agnosticui,https://www.npmjs.com/package/agnosticui,,
45,vue-argon-dashboard,creativetimofficial/vue-argon-dashboard,"['vue3', 'bootstrap5']",admin-dashboards,https://github.com/creativetimofficial/vue-argon-dashboard,https://github.com/creativetimofficial/vue-argon-dashboard,MIT,2019-04-08 12:17:09,2022-10-11 10:32:42,2022-05-27 08:46:42,4.0,,264.0,11.0,34.0,2.0,45.0,326.0,2022-05-26 04:33:42,3.0.0,,,4.0,Vue Argon Dashboard.,,,,14,True,3,,,,
46,Vue Chimera,chimera-js/vue-chimera,"['vue2', 'vue3', 'axios']",http-integrations,https://github.com/chimera-js/vue-chimera,https://github.com/chimera-js/vue-chimera,MIT,2018-08-02 13:06:12,2022-12-10 17:10:26,2020-03-20 19:50:38,176.0,,16.0,7.0,40.0,2.0,12.0,166.0,2020-03-20 15:47:54,3.0.2,,,7.0,VueJS reactive RESTful API.,23.0,23.0,2.0,14,True,1,,,,
47,vue-stator,galvez/vue-stator,[],state-management,https://github.com/galvez/vue-stator,https://github.com/galvez/vue-stator,,2019-10-06 17:56:39,2022-12-11 09:06:30,2021-01-26 01:25:08,123.0,,3.0,5.0,37.0,4.0,6.0,170.0,2019-11-22 17:42:00,1.2.0,,244.0,3.0,Vuex alternative based on Vue.observable().,4.0,4.0,4.0,13,True,3,vue-stator,https://www.npmjs.com/package/vue-stator,244.0,
48,tailwindui-vue,tailwindlabs/tailwindui-vue,['tailwind'],components,https://github.com/tailwindlabs/tailwindui-vue,https://github.com/tailwindlabs/tailwindui-vue,,2020-05-29 17:04:32,2020-10-02 21:51:16,2020-10-02 21:50:05,9.0,,28.0,58.0,9.0,,7.0,665.0,,,,,,"Deprecated, please use the Headless UI repo instead.",12.0,12.0,4.0,10,True,3,,,,
49,vue3-draggable,shkilo/vue3-draggable,['vue3'],dnd,https://github.com/shkilo/vue3-draggable,https://github.com/shkilo/vue3-draggable,MIT,2020-12-27 13:50:23,2022-12-09 10:45:32,2021-06-07 12:33:47,72.0,,12.0,1.0,5.0,5.0,1.0,23.0,,,,,,simple drag&drop component for vue 3.x.,127.0,127.0,,10,True,3,,,,
50,Relay client integration,vue-relay/vue-relay,"['vue2', 'vue3', 'relay']",graphql-integrations,https://github.com/vue-relay/vue-relay,https://github.com/vue-relay/vue-relay,BSD-2-Clause,2018-02-19 09:37:01,2021-10-29 20:57:48,2021-08-12 02:14:10,45.0,,10.0,8.0,13.0,4.0,4.0,120.0,,,,,,A framework for building GraphQL-driven Vue.js applications.,10.0,10.0,2.0,9,True,3,,,,
51,vue-redux,yang-wei/vue-redux,[],state-management,https://github.com/yang-wei/vue-redux,https://github.com/yang-wei/vue-redux,,2015-07-11 07:22:47,2017-07-15 04:36:28,2016-02-07 03:02:14,61.0,,12.0,2.0,17.0,,8.0,144.0,2015-07-26 09:31:05,0.0.1,,5.0,1.0,What happen when Vue.js + Redux.,11.0,11.0,6.0,8,False,3,vue-redux,https://www.npmjs.com/package/vue-redux,5.0,
52,vue-freeze,BosNaufal/vue-freeze,[],state-management,https://github.com/BosNaufal/vue-freeze,https://github.com/BosNaufal/vue-freeze,MIT,2016-03-17 03:58:56,2018-05-05 06:30:03,2016-06-15 02:35:17,10.0,,4.0,6.0,1.0,2.0,2.0,74.0,,,,7.0,,Simple state management whitout bloating API and Concept for Vue.js.,,,,6,False,3,vue-freeze,https://www.npmjs.com/package/vue-freeze,7.0,
53,Electron,electron/electron,,desktop-apps,,,,,,,,,,,,,,,,,,2256831.0,,,,,,6,False,3,electron,https://www.npmjs.com/package/electron,2256831.0,
54,vue-simple-store,BosNaufal/vue-simple-store,[],state-management,https://github.com/BosNaufal/vue-simple-store,https://github.com/BosNaufal/vue-simple-store,MIT,2016-03-30 03:21:00,2016-03-30 05:15:51,2016-03-30 03:32:51,2.0,,7.0,2.0,,,,67.0,,,,10.0,,Store Organizer To Simplify Your Stores.,,,,5,False,3,vue-simple-store,https://www.npmjs.com/package/vue-simple-store,10.0,
55,SuperBVue,superbvue/SuperBVue,"['vue3', 'typescript']",ui-frameworks,https://github.com/superbvue/SuperBVue,https://github.com/superbvue/SuperBVue,,2020-12-07 13:02:01,2021-01-05 08:23:14,2021-01-05 08:22:19,40.0,,2.0,2.0,,,,13.0,,,,3.0,,The Most Complete Vue UI Component Library using bootstrap v5.,4.0,4.0,,4,False,3,superbvue,https://www.npmjs.com/package/superbvue,3.0,1.0
