,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id
10,Bulma,jgthms/bulma,['css'],css-frameworks,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,MIT,2016-01-23 23:48:34,2023-08-04 14:17:27,2023-08-04 14:17:24,1740.0,8.0,3868.0,599.0,1129.0,200.0,2279.0,47427.0,2022-05-08 13:50:59,0.9.4,719029.0,10271.0,17.0,Modern CSS framework based on Flexbox.,233240.0,233240.0,401.0,38,True,3,,,,,
11,Appolo Client,apollographql/apollo-client,"['vue2', 'vue3']",graphql-clients,https://github.com/apollographql/apollo-client,https://github.com/apollographql/apollo-client,MIT,2016-02-26 20:25:00,2023-08-17 14:14:32,2023-08-15 20:47:38,11954.0,173.0,2535.0,293.0,5881.0,459.0,4325.0,18887.0,2023-08-10 20:26:57,3.8.1,,,66.0,"A fully-featured, production ready caching GraphQL client for every UI framework and GraphQL server.",172914.0,172914.0,834.0,38,True,1,,,,,
12,Naive UI,tusen-ai/naive-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/tusen-ai/naive-ui,https://github.com/tusen-ai/naive-ui,MIT,2021-06-04 13:47:28,2023-08-17 11:02:48,2023-08-04 01:56:02,8265.0,93.0,1466.0,87.0,2593.0,518.0,1842.0,13400.0,,,,93754.0,,A Vue 3 Component Library. Fairly Complete. Theme Customizable. Uses TypeScript. Fast.,21033.0,21033.0,261.0,38,True,3,naive-ui,https://www.npmjs.com/package/naive-ui,93754.0,,
13,Tauri,tauri-apps/tauri,,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,Apache-2.0,2019-07-13 09:09:37,2023-08-17 15:40:01,2023-08-16 16:06:17,3894.0,183.0,1851.0,478.0,3677.0,492.0,2412.0,67689.0,2023-08-14 15:46:56,tauri-build-v2.0.0-alpha.8,287111.0,58962.0,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",510.0,510.0,288.0,37,True,1,tauri,https://www.npmjs.com/package/tauri,1540.0,-4.0,
14,Amplify UI,aws-amplify/amplify-ui,['vue3'],ui-frameworks,https://github.com/aws-amplify/amplify-ui,https://github.com/aws-amplify/amplify-ui,Apache-2.0,2021-03-25 19:11:52,2023-08-17 05:40:10,2023-08-17 04:13:25,2388.0,201.0,205.0,59.0,3301.0,128.0,785.0,694.0,2023-08-16 21:00:52,@aws-amplify/ui-react@4.6.5,,101393.0,100.0,"Amplify UI is a collection of accessible, themeable, performant React (and more!) components that can connect directly..",42073.0,42073.0,101.0,35,True,3,@aws-amplify/ui-vue,https://www.npmjs.com/package/@aws-amplify/ui-vue,101393.0,,
15,Vuestic UI,epicmaxco/vuestic-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/epicmaxco/vuestic-ui,https://github.com/epicmaxco/vuestic-ui,MIT,2019-08-03 11:58:26,2023-08-17 16:20:25,2023-08-17 09:28:48,3118.0,160.0,260.0,30.0,1481.0,344.0,1738.0,2978.0,2023-08-04 18:58:40,1.7.4,,24458.0,34.0,Free and Open Source UI Library for Vue 3.,1068.0,1068.0,100.0,34,True,3,vuestic-ui,https://www.npmjs.com/package/vuestic-ui,24458.0,,
16,mdb-ui-kit,mdbootstrap/mdb-ui-kit,['vue3'],dnd,https://github.com/mdbootstrap/mdb-ui-kit,https://github.com/mdbootstrap/mdb-ui-kit,MIT,2014-08-18 11:54:00,2023-07-31 11:43:05,2023-07-31 11:42:50,1468.0,3.0,3429.0,785.0,338.0,5.0,1166.0,23593.0,2023-07-31 11:45:46,6.4.1,,,31.0,Bootstrap 5 & Material Design UI KIT.,9651.0,9651.0,118.0,32,True,1,,,,,
17,vue-router,vuejs/vue-router,['vue2'],routing,https://github.com/vuejs/vue-router,https://github.com/vuejs/vue-router,MIT,2013-12-11 19:37:46,2023-07-20 08:14:03,2023-07-20 08:13:55,1453.0,2.0,5048.0,515.0,959.0,64.0,2768.0,18998.0,2022-09-06 10:10:34,3.6.5,,10966984.0,90.0,The official router for Vue 2.,2.0,2.0,289.0,32,True,1,vue-router,https://www.npmjs.com/package/vue-router,10966984.0,,
18,URQL,urql-graphql/urql,"['vue2', 'vue3']",graphql-clients,https://github.com/urql-graphql/urql,https://github.com/urql-graphql/urql,MIT,2018-01-24 01:44:42,2023-08-15 10:44:14,2023-08-15 10:43:03,2575.0,67.0,408.0,93.0,1368.0,16.0,869.0,8112.0,2023-08-15 10:44:15,@urql/exchange-graphcache@6.3.2,,,100.0,The highly customizable and versatile GraphQL client with which you add on features like normalized caching as you grow.,26687.0,26687.0,229.0,32,True,2,,,,1.0,
19,CoreUI,coreui/coreui,['bootstrap5'],css-frameworks,https://github.com/coreui/coreui,https://github.com/coreui/coreui,MIT,2018-03-27 11:09:56,2023-08-15 09:19:43,2023-08-02 16:22:51,22177.0,33.0,186.0,24.0,475.0,2.0,133.0,664.0,2023-08-02 14:24:36,4.3.0,3533.0,56.0,76.0,Open Source UI Kit built on top of Bootstrap 5 and plain JavaScript without any additional libraries like jQuery.,26477.0,26477.0,1527.0,32,True,3,,,,,
20,Relay,facebook/relay,"['vue2', 'vue3']",graphql-clients,https://github.com/facebook/relay,https://github.com/facebook/relay,MIT,2015-08-10 22:09:16,2023-08-17 00:13:25,2023-08-16 19:48:28,9022.0,107.0,1713.0,338.0,2276.0,448.0,1657.0,17888.0,2023-03-08 22:16:55,15.0.0,,,79.0,Relay is a JavaScript framework for building data-driven React applications.,2.0,2.0,811.0,30,True,2,,,,-6.0,
21,vue-resource,pagekit/vue-resource,['vue2'],http-clients,https://github.com/pagekit/vue-resource,https://github.com/pagekit/vue-resource,MIT,2014-02-07 23:07:56,2022-12-08 21:37:18,2021-06-14 12:02:28,483.0,,1613.0,261.0,142.0,83.0,453.0,10129.0,2021-06-14 12:05:55,1.5.3,,,53.0,The HTTP client for Vue.js.,129145.0,129145.0,26.0,30,True,3,,,,,
22,router,vuejs/router,['vue3'],routing,https://github.com/vuejs/router,https://github.com/vuejs/router,MIT,2019-02-07 18:09:43,2023-08-17 08:43:49,2023-08-17 08:43:48,2235.0,36.0,991.0,49.0,1073.0,30.0,739.0,3075.0,2023-07-06 16:34:15,4.2.4,,2621317.0,56.0,The official router for Vue.js.,2.0,2.0,189.0,30,True,3,router,https://www.npmjs.com/package/router,2621317.0,,
23,graphql-request,prisma-labs/graphql-request,"['vue2', 'vue3']",graphql-clients,https://github.com/jasonkuhrt/graphql-request,https://github.com/jasonkuhrt/graphql-request,MIT,2017-05-10 20:05:07,2023-08-06 12:27:01,2023-06-15 16:07:47,337.0,9.0,288.0,30.0,277.0,111.0,161.0,5413.0,2023-05-23 16:56:08,6.1.0,,,30.0,Minimal GraphQL client supporting Node and browsers for scripts or simple apps.,201633.0,201633.0,83.0,29,True,3,,,,,jasonkuhrt/graphql-request
24,vue-devtools,vuejs/devtools,[],dev-tools,https://github.com/vuejs/devtools,https://github.com/vuejs/devtools,MIT,2014-09-29 03:52:07,2023-08-17 15:36:35,2023-04-16 13:45:53,2082.0,,4026.0,520.0,431.0,442.0,1106.0,23853.0,2023-01-20 15:41:33,6.5.0,100658.0,1274.0,84.0,Browser devtools extension for debugging Vue.js applications.,2.0,2.0,132.0,28,True,1,,,,-5.0,
25,Headless UI,tailwindlabs/headlessui,['tailwind'],components,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,MIT,2020-09-16 09:53:09,2023-08-17 15:01:16,2023-08-17 14:59:05,632.0,36.0,878.0,168.0,552.0,10.0,958.0,21818.0,2023-08-17 15:20:32,@headlessui/vue@v1.7.16,,,88.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",1332.0,1332.0,52.0,28,True,1,,,,,
26,Semantic UI Integration,Semantic-UI-Vue/Semantic-UI-Vue,"['vue3', 'javascript']",ui-frameworks,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,MIT,2017-08-25 10:11:54,2022-12-10 20:30:18,2020-06-03 23:01:02,562.0,,149.0,34.0,271.0,107.0,144.0,940.0,2020-06-03 22:45:05,0.11.0,,6600.0,29.0,Semantic UI integration for Vue.,1800.0,1800.0,71.0,25,True,3,semantic-ui-vue,https://www.npmjs.com/package/semantic-ui-vue,6600.0,,
27,Oruga UI,oruga-ui/oruga,"['vue3', 'typescript']",ui-frameworks,https://github.com/oruga-ui/oruga,https://github.com/oruga-ui/oruga,MIT,2020-06-02 07:52:58,2023-08-11 16:39:11,2023-07-10 20:42:13,1386.0,6.0,158.0,15.0,273.0,58.0,233.0,1038.0,2023-04-25 21:51:12,0.6.0,,8997.0,29.0,Oruga is a lightweight library of UI components without CSS framework dependency.,2.0,2.0,69.0,24,True,3,@oruga-ui/oruga,https://www.npmjs.com/package/@oruga-ui/oruga,8997.0,-3.0,
28,CoreUI Components,coreui/coreui-vue,['coreui'],components,https://github.com/coreui/coreui-vue,https://github.com/coreui/coreui-vue,MIT,2018-02-26 18:15:21,2023-07-16 14:04:58,2023-07-16 12:32:28,496.0,86.0,122.0,18.0,44.0,3.0,195.0,582.0,2023-07-16 14:04:58,4.10.0,,,88.0,Bootstrap 5 based Vue 3 components and directives. CoreUI for Vue.js replaces and extends the Bootstrap 5 javascript...,3079.0,3079.0,7.0,24,True,3,,,,,
29,graphql-hooks,nearform/graphql-hooks,"['vue2', 'vue3']",graphql-clients,https://github.com/nearform/graphql-hooks,https://github.com/nearform/graphql-hooks,,2019-02-08 08:29:00,2023-08-17 15:42:36,2023-08-17 08:27:28,755.0,14.0,88.0,101.0,873.0,1.0,228.0,1846.0,2023-07-18 13:13:50,typescript-example@3.2.4,,,100.0,Minimal hooks-first GraphQL client.,1046.0,1046.0,86.0,23,True,3,,,,1.0,
30,vuex-orm,vuex-orm/vuex-orm,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm,https://github.com/vuex-orm/vuex-orm,MIT,2017-06-16 18:05:37,2022-12-10 17:16:42,2021-07-03 12:24:14,1334.0,,167.0,38.0,257.0,128.0,415.0,2386.0,2021-05-07 13:12:13,0.36.4,,,100.0,The Vuex plugin to enable Object-Relational Mapping access to the Vuex Store.,31.0,31.0,64.0,22,True,2,,,,2.0,
31,Appolo Client integration,vuejs/apollo,"['vue2', 'vue3', 'appolo']",graphql-integrations,https://github.com/vuejs/apollo,https://github.com/vuejs/apollo,MIT,2016-09-18 18:44:06,2023-07-19 18:08:27,2023-07-04 13:07:40,972.0,16.0,485.0,112.0,442.0,242.0,649.0,5851.0,2021-11-18 13:28:20,3.1.0,,,84.0,Apollo/GraphQL integration for VueJS.,2.0,2.0,128.0,21,True,1,,,,-3.0,
32,villus,logaretm/villus,"['vue2', 'vue3']",graphql-clients,https://github.com/logaretm/villus,https://github.com/logaretm/villus,MIT,2019-12-22 20:52:31,2023-06-13 14:39:19,2023-04-04 12:28:36,609.0,,30.0,9.0,70.0,12.0,117.0,677.0,2023-04-06 05:16:28,3.1.0,,,64.0,A tiny and fast GraphQL client for Vue.js.,12.0,12.0,21.0,19,True,3,,,,,
33,coreui-free-vue-admin-template,coreui/coreui-free-vue-admin-template,"['vue3', 'bootstrap5', 'coreui']",admin-dashboards,https://github.com/coreui/coreui-free-vue-admin-template,https://github.com/coreui/coreui-free-vue-admin-template,,2017-08-15 09:29:16,2023-07-17 08:22:51,2023-07-17 08:11:24,444.0,10.0,910.0,122.0,81.0,1.0,195.0,3170.0,2022-11-25 13:55:14,4.2.0,,,59.0,Open source admin template based on Bootstrap 5 and Vue 3.,,,11.0,18,True,1,,,,,
34,admin-one-vue-tailwind,justboil/admin-one-vue-tailwind,"['vue3', 'tailwind', 'vite', 'pinia']",admin-dashboards,https://github.com/justboil/admin-one-vue-tailwind,https://github.com/justboil/admin-one-vue-tailwind,MIT,2021-06-14 13:48:31,2023-07-30 17:05:52,2023-04-06 16:21:02,422.0,,295.0,28.0,10.0,18.0,16.0,1573.0,2023-04-06 16:31:39,3.2.0,,,13.0,Free Vue.js 3.x Tailwind 3.x admin dashboard template with dark mode. Vite builds. Pinia state. Laravel integration..,,,3.0,18,True,1,,,,,
35,vuex-orm-next,vuex-orm/vuex-orm-next,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm-next,https://github.com/vuex-orm/vuex-orm-next,MIT,2020-04-10 03:54:39,2023-03-04 11:20:52,2021-12-03 07:26:44,214.0,,12.0,11.0,102.0,12.0,21.0,189.0,2021-11-19 00:31:46,1.0.0-draft.16,,,17.0,The next iteration of Vuex ORM.,977.0,977.0,9.0,18,True,2,,,,,
36,vue.draggable.next,SortableJS/vue.draggable.next,['vue3'],dnd,https://github.com/SortableJS/vue.draggable.next,https://github.com/SortableJS/vue.draggable.next,MIT,2020-11-18 01:28:43,2023-06-29 02:59:47,2021-08-25 03:06:16,641.0,,432.0,12.0,27.0,142.0,63.0,2786.0,2020-11-30 17:06:31,4.0.1,,,1.0,Vue 3 compatible drag-and-drop component based on Sortable.js.,,,45.0,17,True,2,,,,,
37,Equal UI,quatrochan/Equal,"['vue3', 'typescript']",ui-frameworks,https://github.com/Equal-UI/Equal,https://github.com/Equal-UI/Equal,MIT,2019-10-15 14:40:47,2023-08-15 19:13:09,2023-08-15 19:03:41,167.0,13.0,62.0,16.0,212.0,3.0,67.0,1117.0,,,,871.0,,Equal UI is a Vue 3 UI library empowered by Tailwindcss.,2.0,2.0,12.0,17,True,3,equal-vue,https://www.npmjs.com/package/equal-vue,871.0,,Equal-UI/Equal
38,vue-save-state,spatie/vue-save-state,[],state-management,https://github.com/spatie/vue-save-state,https://github.com/spatie/vue-save-state,MIT,2016-10-28 13:06:41,2022-03-21 12:45:21,2022-03-21 12:45:21,58.0,,23.0,12.0,11.0,,14.0,242.0,2017-01-19 19:12:25,1.1.0,,1960.0,1.0,A Vue mixin to save the state of a component to local storage.,146.0,146.0,9.0,17,True,3,vue-save-state,https://www.npmjs.com/package/vue-save-state,1960.0,,
39,vue-dragging,hilongjw/vue-dragging,['vue2'],dnd,https://github.com/hilongjw/vue-dragging,https://github.com/hilongjw/vue-dragging,MIT,2016-11-16 06:39:22,2018-12-12 14:05:44,2018-12-12 14:05:35,57.0,,141.0,23.0,7.0,24.0,4.0,765.0,,,,,,A sortable list directive with Vue.,1229.0,1229.0,10.0,16,True,3,,,,,
40,Genql,remorses/genql,"['vue2', 'vue3']",graphql-clients,https://github.com/remorses/genql,https://github.com/remorses/genql,MIT,2020-05-14 20:39:29,2023-08-10 13:54:28,2023-08-10 13:54:24,1230.0,11.0,24.0,9.0,25.0,11.0,101.0,696.0,,,,,,Type safe TypeScript client for any GraphQL API.,,,10.0,15,True,3,,,,,
41,AgnosticUI,AgnosticUI/agnosticui,['vue3'],ui-frameworks,https://github.com/AgnosticUI/agnosticui,https://github.com/AgnosticUI/agnosticui,Apache-2.0,2020-09-07 21:03:08,2023-05-22 10:41:52,2023-01-23 23:36:07,1914.0,,41.0,5.0,59.0,34.0,149.0,663.0,,,,,16.0,AgnosticUI is a set of UI primitives that start their lives in clean HTML and CSS. These standards compliant..,,,12.0,15,True,3,agnosticui,https://www.npmjs.com/package/agnosticui,,,
42,harlem,andrewcourtice/harlem,['vue3'],state-management,https://github.com/andrewcourtice/harlem,https://github.com/andrewcourtice/harlem,MIT,2020-10-01 23:52:49,2023-04-26 22:38:18,2023-04-26 22:35:18,525.0,,17.0,5.0,57.0,3.0,13.0,499.0,2023-03-20 23:34:42,3.1.8,,103.0,63.0,Powerfully simple global state management for Vue 3.,6.0,6.0,10.0,15,True,3,harlem,https://www.npmjs.com/package/harlem,103.0,,
43,vue-route,ayamflow/vue-route,['vue2'],routing,https://github.com/ayamflow/vue-route,https://github.com/ayamflow/vue-route,,2014-11-05 08:42:52,2016-11-04 21:00:45,2016-11-04 21:00:45,66.0,,8.0,9.0,9.0,2.0,17.0,76.0,2015-06-26 16:49:13,.1.5.0,,2743.0,9.0,"Routing directive for Vue.js, inspired by ng-view.",1138.0,1138.0,4.0,15,False,3,vue-route,https://www.npmjs.com/package/vue-route,2743.0,,
44,vue-js-grid,euvl/vue-js-grid,['vue2'],dnd,https://github.com/euvl/vue-js-grid,https://github.com/euvl/vue-js-grid,MIT,2017-09-21 14:51:06,2022-08-18 01:13:29,2020-05-17 06:21:53,48.0,,109.0,24.0,15.0,17.0,14.0,938.0,,,,,,"Vue.js 2.x responsive grid system with smooth sorting, drag-n-drop and reordering.",155.0,155.0,8.0,14,True,3,,,,,
45,vue-argon-dashboard,creativetimofficial/vue-argon-dashboard,"['vue3', 'bootstrap5']",admin-dashboards,https://github.com/creativetimofficial/vue-argon-dashboard,https://github.com/creativetimofficial/vue-argon-dashboard,MIT,2019-04-08 12:17:09,2023-07-11 12:13:44,2022-05-27 08:46:42,4.0,,497.0,13.0,36.0,3.0,45.0,352.0,2022-05-26 04:33:42,3.0.0,,,4.0,Vue Argon Dashboard.,,,,14,True,3,,,,,
46,Vuex ORM integration,vuex-orm/plugin-graphql,"['vue2', 'vue3', 'vuex-orm']",graphql-integrations,https://github.com/vuex-orm/plugin-graphql,https://github.com/vuex-orm/plugin-graphql,MIT,2018-01-30 15:59:22,2022-12-14 15:16:51,2020-11-18 15:11:03,355.0,,53.0,10.0,93.0,44.0,71.0,229.0,2018-06-07 12:43:48,0.0.41,,,65.0,Vuex ORM persistence plugin to sync the store against a GraphQL API.,2.0,2.0,18.0,14,True,3,,,,,
47,Vue Chimera,chimera-js/vue-chimera,"['vue2', 'vue3', 'axios']",http-integrations,https://github.com/chimera-js/vue-chimera,https://github.com/chimera-js/vue-chimera,MIT,2018-08-02 13:06:12,2022-12-10 17:10:26,2020-03-20 19:50:38,176.0,,17.0,7.0,40.0,2.0,12.0,168.0,2020-03-20 15:47:54,3.0.2,,,7.0,VueJS reactive RESTful API.,23.0,23.0,2.0,13,True,1,,,,,
48,vue-stator,galvez/vue-stator,[],state-management,https://github.com/galvez/vue-stator,https://github.com/galvez/vue-stator,,2019-10-06 17:56:39,2023-01-04 22:35:09,2021-01-26 01:25:08,123.0,,3.0,6.0,38.0,4.0,6.0,170.0,2019-11-22 17:42:00,1.2.0,,732.0,3.0,Vuex alternative based on Vue.observable().,4.0,4.0,4.0,12,True,3,vue-stator,https://www.npmjs.com/package/vue-stator,732.0,,
49,tailwindui-vue,tailwindlabs/tailwindui-vue,['tailwind'],components,https://github.com/tailwindlabs/tailwindui-vue,https://github.com/tailwindlabs/tailwindui-vue,,2020-05-29 17:04:32,2020-10-02 21:51:16,2020-10-02 21:50:05,9.0,,28.0,59.0,9.0,,7.0,654.0,,,,,,"Deprecated, please use the Headless UI repo instead.",16.0,16.0,4.0,10,True,3,,,,,
50,Storybook Addon Nuxt,hirotaka/storybook-addon-nuxt,[],dev-tools,https://github.com/hirotaka/storybook-addon-nuxt,https://github.com/hirotaka/storybook-addon-nuxt,,2023-05-15 06:27:22,2023-07-19 11:51:24,2023-06-09 06:32:20,19.0,11.0,9.0,4.0,10.0,11.0,3.0,73.0,2023-06-08 01:30:33,1.3.3,,,7.0,This add-on makes it easier to set up Storybook in your Nuxt3 project.,28.0,28.0,2.0,10,True,3,,,,,
51,vue3-draggable,shkilo/vue3-draggable,['vue3'],dnd,https://github.com/shkilo/vue3-draggable,https://github.com/shkilo/vue3-draggable,MIT,2020-12-27 13:50:23,2023-01-11 17:43:22,2021-06-07 12:33:47,72.0,,18.0,1.0,6.0,8.0,1.0,30.0,,,,,,simple drag&drop component for vue 3.x.,227.0,227.0,,10,True,3,,,,,
52,vue-redux,yang-wei/vue-redux,[],state-management,https://github.com/yang-wei/vue-redux,https://github.com/yang-wei/vue-redux,,2015-07-11 07:22:47,2017-07-15 04:36:28,2016-02-07 03:02:14,61.0,,12.0,3.0,17.0,,8.0,142.0,2015-07-26 09:31:05,0.0.1,,5.0,1.0,What happen when Vue.js + Redux.,11.0,11.0,6.0,9,False,3,vue-redux,https://www.npmjs.com/package/vue-redux,5.0,,
53,Relay client integration,vue-relay/vue-relay,"['vue2', 'vue3', 'relay']",graphql-integrations,https://github.com/vue-relay/vue-relay,https://github.com/vue-relay/vue-relay,BSD-2-Clause,2018-02-19 09:37:01,2021-10-29 20:57:48,2021-08-12 02:14:10,45.0,,10.0,8.0,13.0,4.0,4.0,120.0,,,,,,A framework for building GraphQL-driven Vue.js applications.,12.0,12.0,2.0,9,True,3,,,,,
54,Storybook for Nuxt framework,storybook-vue/nuxt,[],dev-tools,https://github.com/storybook-vue/storybook-nuxt,https://github.com/storybook-vue/storybook-nuxt,,2023-07-23 03:19:03,2023-08-17 17:20:47,2023-08-17 17:20:47,138.0,138.0,5.0,2.0,25.0,12.0,5.0,88.0,,,,,1.0,Storybook integration for Nuxt Framework - Unleashing the power of Storybook in Nuxt/Vue Land!.,,,2.0,6,True,3,,,,,storybook-vue/storybook-nuxt
55,vue-freeze,BosNaufal/vue-freeze,[],state-management,https://github.com/BosNaufal/vue-freeze,https://github.com/BosNaufal/vue-freeze,MIT,2016-03-17 03:58:56,2018-05-05 06:30:03,2016-06-15 02:35:17,10.0,,4.0,6.0,1.0,2.0,2.0,74.0,,,,3.0,,Simple state management whitout bloating API and Concept for Vue.js.,,,,6,False,3,vue-freeze,https://www.npmjs.com/package/vue-freeze,3.0,,
56,vue-simple-store,BosNaufal/vue-simple-store,[],state-management,https://github.com/BosNaufal/vue-simple-store,https://github.com/BosNaufal/vue-simple-store,MIT,2016-03-30 03:21:00,2016-03-30 05:15:51,2016-03-30 03:32:51,2.0,,7.0,2.0,,,,67.0,,,,13.0,,Store Organizer To Simplify Your Stores.,6.0,6.0,,6,False,3,vue-simple-store,https://www.npmjs.com/package/vue-simple-store,13.0,,
57,Electron,electron/electron,,desktop-apps,,,,,,,,,,,,,,,,,,2854561.0,,,,,,6,False,3,electron,https://www.npmjs.com/package/electron,2854561.0,,
